6.14033,35.1875,0,0,False
6.14033,35.1875,0,0,False
6.14033,35.1875,0,0,False
6.14033,35.1875,0,0,False
6.14033,34.9375,5.79448,0,False
6.12437,35,5.7528,0,True
6.11905,35,5.81455,0,True
6.11905,35,5.74766,0,True
6.14033,35,5.76824,0,True
6.12437,34.9375,5.76357,0,True
6.14565,35,5.75795,0,True
6.12969,35,5.79911,1582,True
6.12969,34.9375,5.77903,1686,True
6.13501,34.9375,5.80478,0,True
6.13501,35,5.77853,0,True
6.13501,34.9375,5.75327,0,True
6.12969,35,5.78882,0,True
6.14565,35,5.76824,0,False
6.14299,34.9375,5.80478,0,False
6.14565,34.9375,5.68631,0,False
6.12437,34.9375,5.68631,0,False
6.1164,34.9375,0.59747,0,False
7.25725,37.9375,1.10208,0,False
2.62468,38.375,1.79881,0,False
3.94637,38.625,2.21586,0,False
9.89,39.1875,2.16378,313,False
9.89,27.9375,19.22361,2338,False
9.89,27.875,19.3084,2359,False
9.89,27.875,19.33156,2581,False
9.89,27.9375,19.30457,2583,False
9.89,27.9375,19.32771,2610,False
9.89,28,19.30076,2451,False
9.89,27.9375,19.30457,2393,False
9.89,27.9375,19.31036,2612,False
9.89,27.9375,19.25253,2613,False
9.89,27.9375,19.27566,2608,False
9.89,27.875,19.3084,2627,False
9.89,27.9375,19.29879,2416,False
9.89,27.9375,19.11951,2553,False
9.89,27.875,19.1405,2501,False
9.89,28,19.27765,2629,False
9.89,27.9375,19.37976,2651,False
9.89,27.9375,19.11951,2635,False
9.89,27.9375,19.37976,2704,False
9.89,27.9375,19.39711,2800,False
9.89,27.9375,19.43181,2663,False
9.89,27.9375,19.40289,2427,False
9.89,27.9375,19.41446,2431,False
9.89,27.875,19.43577,2315,False
9.89,27.9375,19.39711,2640,False
9.89,27.9375,19.44916,2662,False
9.89,27.9375,19.42602,2639,False
9.89,27.9375,19.43181,2415,False
9.89,28,19.45096,2423,False
9.89,27.9375,18.19419,1997,False
9.89,27.9375,11.87885,1090,False
9.89,27.875,17.89573,2410,False
9.89,27.9375,10.60653,1491,False
9.89,27.875,10.96555,1328,False
6.08182,27.875,15.84041,2353,False
6.13501,27.9375,15.97341,2386,False
6.15097,27.9375,15.97341,2435,False
6.27596,27.9375,15.94449,2391,False
6.30521,27.9375,15.95606,2314,False
6.31053,27.9375,15.90979,2306,False
6.31851,27.9375,16.00233,2333,False
6.40094,27.9375,15.92714,2307,False
6.36371,27.9375,15.99654,2032,False
6.47009,27.9375,15.96762,2095,False
6.44615,27.9375,15.92136,2353,False
6.4169,27.9375,15.96762,2333,False
6.54987,27.9375,15.97919,2390,False
6.51264,27.9375,15.95606,2146,False
9.89,27.9375,19.42024,2974,False
9.89,27.9375,19.48964,2896,False
9.89,27.9375,19.47229,2480,False
9.89,27.9375,19.58217,2526,False
9.89,28,19.5665,2894,False
9.89,27.9375,19.58217,2842,False
9.89,27.9375,19.57639,2509,False
9.89,28,19.53184,2489,False
9.89,27.9375,19.59952,2486,False
9.89,28,19.5665,2471,False
9.89,27.9375,19.58217,2495,False
9.89,28,19.58961,2482,False
9.89,27.9375,19.54169,2512,False
9.89,28,19.57805,2859,False
9.89,28,19.54339,2862,False
9.89,27.9375,19.55904,2837,False
9.89,27.9375,19.56482,2512,False
9.89,27.9375,19.55904,2504,False
9.89,28,19.57228,2531,False
9.89,27.9375,19.55904,2541,False
9.89,27.9375,19.57639,2894,False
9.89,28,19.53184,2885,False
9.89,27.9375,19.55904,2544,False
9.89,27.9375,19.58217,2534,False
9.89,27.9375,19.59374,2573,False
9.89,27.9375,19.58796,2871,False
9.89,27.9375,19.58217,2939,False
9.89,27.9375,19.58796,2605,False
9.89,27.9375,19.53012,2609,False
9.89,27.9375,19.56482,2604,False
9.89,27.9375,19.54169,2966,False
9.89,27.9375,19.56482,2626,False
9.89,27.9375,19.53591,2992,False
9.89,27.9375,19.56482,2642,False
9.89,27.9375,19.58796,2654,False
9.89,27.9375,19.55326,3007,False
9.89,27.9375,19.58796,2643,False
9.89,27.9375,19.59952,2611,False
9.89,27.9375,19.59374,3014,False
9.89,27.9375,19.53591,3026,False
9.89,27.9375,19.58796,2673,False
9.89,27.9375,19.58217,2682,False
9.89,27.9375,19.58796,2675,False
9.89,27.9375,19.59952,3024,False
9.89,27.9375,19.51856,2653,False
9.89,27.9375,19.52434,2559,False
9.89,27.9375,19.52434,3005,False
9.89,27.9375,19.46651,2736,False
9.89,27.9375,19.52434,3003,False
9.89,27.9375,19.52434,3007,False
9.89,27.9375,19.52434,3011,False
9.89,27.9375,19.53591,2798,False
9.89,27.9375,19.43759,2658,False
9.89,27.9375,19.52434,2643,False
9.89,27.9375,19.53591,2647,False
9.89,27.9375,19.55904,3007,False
9.89,27.9375,19.53591,3007,False
9.89,27.9375,19.54747,3041,False
9.89,27.9375,19.53012,2651,False
9.89,27.9375,19.54169,2655,False
9.89,27.9375,19.55326,2665,False
9.89,27.9375,19.53591,3015,False
9.89,27.9375,19.58217,3007,False
9.89,27.9375,19.57639,2633,False
9.89,27.9375,19.53591,2624,False
9.89,27.9375,19.57639,2984,False
9.89,27.9375,19.53012,2619,False
9.89,28,19.51451,2611,False
9.89,27.9375,19.57639,2996,False
9.89,27.9375,19.54747,2983,False
9.89,27.9375,19.55904,2624,False
9.89,27.9375,19.56482,2624,False
9.89,27.9375,19.56482,2992,False
9.89,27.9375,19.50699,2641,False
9.89,27.9375,19.51856,2608,False
9.89,27.9375,19.52434,2965,False
9.89,27.9375,19.51856,2965,False
9.89,27.9375,19.55326,2640,False
9.89,27.9375,19.53591,3023,False
9.89,27.9375,19.52434,2644,False
9.89,27.9375,19.56482,2641,False
9.89,27.9375,19.52434,2645,False
9.89,27.9375,19.54169,2998,False
9.89,27.9375,19.54169,3009,False
9.89,27.9375,19.58217,2988,False
9.89,27.9375,19.54747,2640,False
9.89,27.9375,19.58796,2993,False
9.89,27.9375,19.55904,2987,False
9.89,27.9375,19.35662,3019,False
9.89,27.9375,19.55904,2985,False
9.89,27.9375,19.58796,2993,False
9.89,27.9375,19.58796,2642,False
9.89,27.9375,19.58796,2991,False
